RES_ID,Fecha_Viaje,Fecha_Reserva,Lead_Time_Dias,Noches_Estancia,Barco,Compañia,Tipo_Ruta,Suite_Type,Booking_Source,Package,Guest_Country,Cabinas_Totales_Barco,Cabinas_Reservadas,Porcentaje_Ocupacion_Ciclo,Pasajeros_Reserva,Tripulacion,Ingreso_Total_Reserva_USD,Gasto_Promedio_Diario_Huesped_USD,Puntuacion_Satisfaccion
RES-31452,9/7/2019,6/24/2019,75,6,MSC World Europa,MSC Cruceros,Mediterráneo,Balcony,B2B,Full Board,Canada,2626,1,89.24,2,2138,3001.92,160.16,4.5
RES-31453,9/7/2019,6/20/2019,79,6,MSC World Europa,MSC Cruceros,Mediterráneo,Suite,Web,Full Board,France,2626,1,89.24,1,2138,2061.96,163.66,4.6
RES-31454,9/7/2019,9/2/2019,5,6,MSC World Europa,MSC Cruceros,Mediterráneo,Oceanview,B2B,Full Board,Spain,2626,1,89.24,1,2138,2058.48,163.08,4.3
RES-31455,9/7/2019,6/29/2019,70,6,MSC World Europa,MSC Cruceros,Mediterráneo,Interior,Direct,Full Board + EXC,UK,2626,1,89.24,2,2138,3075.12,166.26,4.3
RES-31456,9/7/2019,5/11/2019,119,7,Icon of the Seas,Royal Caribbean,Caribe,Interior,Direct,All Inclusive + EXC,Spain,2805,1,92.94,1,2350,2655.03,199.29,4.8
RES-31457,9/7/2019,8/14/2019,24,7,Icon of the Seas,Royal Caribbean,Caribe,Balcony,Web,All Inclusive,Germany,2805,1,92.94,1,2350,2650.9,198.7,4.5
RES-31458,9/7/2019,5/19/2019,111,7,Icon of the Seas,Royal Caribbean,Caribe,Interior,B2B,Full Board + EXC,USA,2805,1,92.94,1,2350,2509.78,178.54,4.6
RES-31459,9/7/2019,5/27/2019,103,7,Icon of the Seas,Royal Caribbean,Caribe,Oceanview,Direct,Full Board + EXC,USA,2805,1,92.94,1,2350,2554.58,184.94,4.6
RES-31460,9/7/2019,8/7/2019,31,7,Icon of the Seas,Royal Caribbean,Caribe,Interior,Web,All Inclusive + EXC,Germany,2805,1,92.94,1,2350,2545.2,183.6,4.8
RES-31461,9/7/2019,6/5/2019,94,7,Icon of the Seas,Royal Caribbean,Caribe,Balcony,B2B,All Inclusive,Germany,2805,1,92.94,1,2350,2686.74,203.82,5
RES-31462,9/7/2019,6/15/2019,84,7,Icon of the Seas,Royal Caribbean,Caribe,Suite,B2B,Full Board,Germany,2805,1,92.94,2,2350,4031.72,197.98,4.9
RES-31463,9/7/2019,6/3/2019,96,7,Icon of the Seas,Royal Caribbean,Caribe,Oceanview,B2B,Full Board + EXC,UK,2805,1,92.94,1,2350,2554.86,184.98,4.9
RES-31464,9/7/2019,5/28/2019,102,7,Icon of the Seas,Royal Caribbean,Caribe,Interior,Web,All Inclusive,USA,2805,1,92.94,3,2350,5523.42,203.02,4.9
RES-31465,9/7/2019,6/27/2019,72,7,Icon of the Seas,Royal Caribbean,Caribe,Balcony,Web,All Inclusive + EXC,France,2805,2,92.94,2,2350,5008.36,177.74,4.9
RES-31466,9/7/2019,6/16/2019,83,7,Icon of the Seas,Royal Caribbean,Caribe,Oceanview,Web,All Inclusive,USA,2805,1,92.94,2,2350,3764.32,178.88,4.7
RES-31467,9/7/2019,6/27/2019,72,7,Icon of the Seas,Royal Caribbean,Caribe,Oceanview,Web,Full Board,UK,2805,1,92.94,2,2350,3955,192.5,4.9
RES-31468,9/7/2019,8/22/2019,16,7,Icon of the Seas,Royal Caribbean,Caribe,Balcony,B2B,All Inclusive + EXC,UK,2805,2,92.94,2,2350,5072.06,182.29,4.8
RES-31469,9/7/2019,5/10/2019,120,7,Icon of the Seas,Royal Caribbean,Caribe,Oceanview,Web,All Inclusive,Italy,2805,1,92.94,2,2350,4035.08,198.22,5
RES-31470,9/7/2019,5/19/2019,111,7,Icon of the Seas,Royal Caribbean,Caribe,Balcony,Direct,Full Board,UK,2805,1,92.94,2,2350,4013.8,196.7,4.5
RES-31471,9/7/2019,7/9/2019,60,10,Norwegian Prima,Norwegian Cruise Line,Fiordos,Oceanview,Direct,All Inclusive + EXC,Germany,1643,1,94.18,1,1388,3305.8,150.58,4.5
RES-31472,9/7/2019,7/12/2019,57,10,Norwegian Prima,Norwegian Cruise Line,Fiordos,Interior,B2B,All Inclusive,France,1643,1,94.18,1,1388,3307.6,150.76,4.5
RES-31473,9/7/2019,7/6/2019,63,10,Norwegian Prima,Norwegian Cruise Line,Fiordos,Balcony,B2B,All Inclusive,France,1643,1,94.18,2,1388,4747.4,147.37,4.5
RES-31474,9/7/2019,7/6/2019,63,10,Norwegian Prima,Norwegian Cruise Line,Fiordos,Suite,Web,Full Board,USA,1643,1,94.18,2,1388,4472.4,133.62,4.6
RES-31475,9/7/2019,5/3/2019,127,10,Norwegian Prima,Norwegian Cruise Line,Fiordos,Balcony,Web,All Inclusive,USA,1643,1,94.18,2,1388,4775.6,148.78,4.4
RES-31476,9/7/2019,5/19/2019,111,10,Norwegian Prima,Norwegian Cruise Line,Fiordos,Interior,Web,Full Board + EXC,USA,1643,1,94.18,1,1388,3200.1,140.01,4.5
RES-31477,9/7/2019,6/15/2019,84,10,Norwegian Prima,Norwegian Cruise Line,Fiordos,Interior,B2B,All Inclusive,USA,1643,1,94.18,2,1388,4824.8,151.24,4.4
RES-31478,9/7/2019,4/5/2019,155,10,Norwegian Prima,Norwegian Cruise Line,Fiordos,Oceanview,B2B,All Inclusive,UK,1643,2,94.18,4,1388,9699.2,152.48,4.5
RES-31479,9/7/2019,5/31/2019,99,10,Norwegian Prima,Norwegian Cruise Line,Fiordos,Interior,B2B,All Inclusive + EXC,Italy,1643,1,94.18,1,1388,3125.3,132.53,4.5
RES-31480,9/7/2019,8/31/2019,7,10,Norwegian Prima,Norwegian Cruise Line,Fiordos,Interior,Direct,Full Board,USA,1643,1,94.18,1,1388,3268,146.8,4.4
RES-31481,9/7/2019,6/9/2019,90,10,Norwegian Prima,Norwegian Cruise Line,Fiordos,Interior,B2B,Full Board,UK,1643,1,94.18,1,1388,3247.1,144.71,4.5
RES-31482,9/7/2019,5/17/2019,113,10,Norwegian Prima,Norwegian Cruise Line,Fiordos,Balcony,Web,All Inclusive + EXC,USA,1643,1,94.18,2,1388,4681.8,144.09,4.4
RES-31483,9/7/2019,7/2/2019,67,10,Norwegian Prima,Norwegian Cruise Line,Fiordos,Balcony,B2B,All Inclusive + EXC,France,1643,1,94.18,1,1388,3314.4,151.44,4.3
RES-31484,9/7/2019,6/12/2019,87,10,Norwegian Prima,Norwegian Cruise Line,Fiordos,Balcony,B2B,All Inclusive,UK,1643,1,94.18,1,1388,3262.8,146.28,4.4
RES-31485,9/7/2019,6/23/2019,76,10,Norwegian Prima,Norwegian Cruise Line,Fiordos,Oceanview,Direct,All Inclusive + EXC,USA,1643,1,94.18,2,1388,4608.4,140.42,4.4
RES-31486,9/7/2019,7/27/2019,42,3,Disney Dream,Disney Cruise Line,Bahamas,Oceanview,Direct,Full Board + EXC,USA,1250,1,94.17,1,1458,1161.03,207.01,4.7
RES-31487,9/7/2019,5/24/2019,106,3,Disney Dream,Disney Cruise Line,Bahamas,Oceanview,Web,All Inclusive + EXC,Canada,1250,2,94.17,2,1458,2306.22,204.37,5
RES-31488,9/7/2019,6/13/2019,86,3,Disney Dream,Disney Cruise Line,Bahamas,Suite,B2B,All Inclusive,Canada,1250,2,94.17,4,1458,3490.56,200.88,4.9
RES-31489,9/7/2019,4/19/2019,141,3,Disney Dream,Disney Cruise Line,Bahamas,Balcony,B2B,All Inclusive + EXC,Germany,1250,1,94.17,1,1458,1147.98,202.66,4.8
RES-31490,9/7/2019,7/13/2019,56,3,Disney Dream,Disney Cruise Line,Bahamas,Interior,B2B,Full Board + EXC,USA,1250,1,94.17,1,1458,1164.12,208.04,5
RES-31491,9/7/2019,5/19/2019,111,3,Disney Dream,Disney Cruise Line,Bahamas,Balcony,B2B,All Inclusive,USA,1250,1,94.17,1,1458,1161.12,207.04,4.7
RES-31492,9/7/2019,6/10/2019,89,3,Disney Dream,Disney Cruise Line,Bahamas,Suite,B2B,Full Board,Germany,1250,1,94.17,1,1458,1179.42,213.14,5
RES-31493,9/7/2019,5/21/2019,109,3,Disney Dream,Disney Cruise Line,Bahamas,Balcony,B2B,Full Board,UK,1250,1,94.17,2,1458,1859.16,219.86,5
RES-31494,9/7/2019,8/8/2019,30,3,Disney Dream,Disney Cruise Line,Bahamas,Balcony,B2B,Full Board + EXC,UK,1250,1,94.17,2,1458,1793.88,208.98,4.8
RES-31495,9/7/2019,5/12/2019,118,3,Disney Dream,Disney Cruise Line,Bahamas,Interior,Direct,All Inclusive,UK,1250,1,94.17,2,1458,1759.5,203.25,4.7
RES-31496,9/7/2019,5/18/2019,112,3,Disney Dream,Disney Cruise Line,Bahamas,Interior,Web,Full Board + EXC,USA,1250,1,94.17,2,1458,1705.92,194.32,4.6
RES-31497,9/7/2019,8/19/2019,19,3,Disney Dream,Disney Cruise Line,Bahamas,Balcony,B2B,All Inclusive + EXC,Germany,1250,2,94.17,2,1458,2376,216,4.7
RES-31498,9/7/2019,6/16/2019,83,3,Disney Dream,Disney Cruise Line,Bahamas,Interior,B2B,Full Board + EXC,USA,1250,1,94.17,2,1458,1743.6,200.6,5
RES-31499,9/7/2019,5/29/2019,101,3,Disney Dream,Disney Cruise Line,Bahamas,Interior,B2B,All Inclusive,Mexico,1250,1,94.17,1,1458,1151.28,203.76,4.9
RES-31500,9/7/2019,6/13/2019,86,3,Disney Dream,Disney Cruise Line,Bahamas,Balcony,B2B,All Inclusive,Spain,1250,2,94.17,4,1458,3592.08,209.34,4.8
RES-31501,9/7/2019,5/7/2019,123,7,Costa Smeralda,Costa Cruceros,Mediterráneo,Balcony,B2B,Full Board + EXC,USA,2612,1,85.26,2,1688,3363.92,150.28,4.2
RES-31502,9/7/2019,6/5/2019,94,7,Costa Smeralda,Costa Cruceros,Mediterráneo,Balcony,Direct,All Inclusive,USA,2612,2,85.26,4,1688,6655.6,147.7,4.4
RES-31503,9/7/2019,4/26/2019,134,7,Costa Smeralda,Costa Cruceros,Mediterráneo,Oceanview,Web,Full Board + EXC,UK,2612,1,85.26,1,1688,2224.53,137.79,4.1
RES-31504,9/7/2019,6/10/2019,89,7,Costa Smeralda,Costa Cruceros,Mediterráneo,Oceanview,B2B,All Inclusive + EXC,USA,2612,1,85.26,1,1688,2248.12,141.16,4.3
RES-31505,9/7/2019,6/15/2019,84,7,Costa Smeralda,Costa Cruceros,Mediterráneo,Interior,Web,All Inclusive + EXC,Italy,2612,1,85.26,2,1688,3315.06,146.79,4.2
RES-31506,9/7/2019,7/5/2019,64,7,Costa Smeralda,Costa Cruceros,Mediterráneo,Balcony,Web,Full Board,USA,2612,1,85.26,2,1688,3253.88,142.42,4.4
RES-31507,9/7/2019,6/29/2019,70,7,Costa Smeralda,Costa Cruceros,Mediterráneo,Oceanview,B2B,All Inclusive + EXC,Canada,2612,1,85.26,2,1688,3196.62,138.33,4.4
RES-31508,9/7/2019,4/26/2019,134,7,Costa Smeralda,Costa Cruceros,Mediterráneo,Oceanview,B2B,All Inclusive + EXC,Germany,2612,2,85.26,4,1688,6178.76,130.67,4.2
RES-31509,9/7/2019,6/21/2019,78,7,Costa Smeralda,Costa Cruceros,Mediterráneo,Oceanview,B2B,Full Board + EXC,USA,2612,1,85.26,1,1688,2142,126,4
RES-31510,9/7/2019,6/12/2019,87,7,Costa Smeralda,Costa Cruceros,Mediterráneo,Oceanview,B2B,Full Board + EXC,USA,2612,1,85.26,2,1688,3181.08,137.22,4.1
RES-31511,9/7/2019,5/29/2019,101,7,Costa Smeralda,Costa Cruceros,Mediterráneo,Interior,Web,All Inclusive,USA,2612,2,85.26,4,1688,6149.92,129.64,4.1
RES-31512,9/7/2019,4/29/2019,131,7,Costa Smeralda,Costa Cruceros,Mediterráneo,Balcony,Direct,Full Board,Germany,2612,1,85.26,2,1688,3177.58,136.97,4.2
RES-31513,9/7/2019,5/7/2019,123,7,Costa Smeralda,Costa Cruceros,Mediterráneo,Balcony,B2B,All Inclusive + EXC,USA,2612,2,85.26,4,1688,6410.32,138.94,4.3
RES-31514,9/7/2019,5/10/2019,120,7,Costa Smeralda,Costa Cruceros,Mediterráneo,Oceanview,Direct,All Inclusive + EXC,Mexico,2612,1,85.26,1,1688,2307.62,149.66,4.3
RES-31515,9/7/2019,8/8/2019,30,7,Costa Smeralda,Costa Cruceros,Mediterráneo,Balcony,Direct,All Inclusive + EXC,Spain,2612,2,85.26,4,1688,6368.04,137.43,4.2
RES-31516,9/7/2019,8/12/2019,26,10,Celebrity Beyond,Celebrity Cruises,Alaska,Suite,B2B,Full Board + EXC,Germany,1646,1,93.55,2,1416,5305.4,175.27,4.4
RES-31517,9/7/2019,3/27/2019,164,10,Celebrity Beyond,Celebrity Cruises,Alaska,Oceanview,Direct,Full Board,USA,1646,1,93.55,1,1416,3626.4,182.64,4.8
RES-31518,9/7/2019,7/7/2019,62,10,Celebrity Beyond,Celebrity Cruises,Alaska,Oceanview,B2B,All Inclusive,Spain,1646,1,93.55,1,1416,3461.4,166.14,4.3
RES-31519,9/7/2019,7/9/2019,60,10,Celebrity Beyond,Celebrity Cruises,Alaska,Balcony,Web,Full Board,USA,1646,1,93.55,1,1416,3579.3,177.93,4.4
RES-31520,9/7/2019,4/3/2019,157,10,Celebrity Beyond,Celebrity Cruises,Alaska,Interior,B2B,Full Board + EXC,USA,1646,2,93.55,4,1416,10494,172.35,4.6
RES-31521,9/7/2019,7/16/2019,53,10,Celebrity Beyond,Celebrity Cruises,Alaska,Balcony,B2B,All Inclusive + EXC,Germany,1646,1,93.55,2,1416,5282.4,174.12,5
RES-31522,9/7/2019,5/6/2019,124,10,Celebrity Beyond,Celebrity Cruises,Alaska,Interior,Web,Full Board,Canada,1646,2,93.55,4,1416,10972,184.3,4.8
RES-31523,9/7/2019,9/2/2019,5,10,Celebrity Beyond,Celebrity Cruises,Alaska,Balcony,Web,All Inclusive + EXC,UK,1646,1,93.55,1,1416,3637.8,183.78,4.7
RES-31524,9/7/2019,6/11/2019,88,10,Celebrity Beyond,Celebrity Cruises,Alaska,Balcony,B2B,Full Board,UK,1646,2,93.55,4,1416,10650.8,176.27,4.8
RES-31525,9/7/2019,6/14/2019,85,10,Celebrity Beyond,Celebrity Cruises,Alaska,Balcony,Web,All Inclusive + EXC,Spain,1646,1,93.55,1,1416,3551.1,175.11,4.8
RES-31526,9/7/2019,7/2/2019,67,10,Celebrity Beyond,Celebrity Cruises,Alaska,Balcony,B2B,All Inclusive,Spain,1646,1,93.55,3,1416,6909.9,170.33,4.7
RES-31527,9/7/2019,5/21/2019,109,10,Celebrity Beyond,Celebrity Cruises,Alaska,Balcony,B2B,All Inclusive,Italy,1646,1,93.55,2,1416,5327,176.35,4.4
RES-31528,9/7/2019,5/31/2019,99,10,Celebrity Beyond,Celebrity Cruises,Alaska,Suite,Direct,All Inclusive + EXC,UK,1646,2,93.55,2,1416,7136.8,176.84,4.7
RES-31529,9/7/2019,6/27/2019,72,10,Celebrity Beyond,Celebrity Cruises,Alaska,Balcony,B2B,Full Board,Spain,1646,1,93.55,1,1416,3597,179.7,4.8
RES-31530,9/7/2019,7/24/2019,45,10,Celebrity Beyond,Celebrity Cruises,Alaska,Balcony,Web,Full Board,UK,1646,1,93.55,2,1416,5232,171.6,4.6
RES-31531,9/7/2019,4/12/2019,148,14,Queen Mary 2,Cunard Line,Transatlántico,Interior,Web,All Inclusive,USA,1347,1,96.1,1,1253,5562.48,217.32,4.9
RES-31532,9/7/2019,5/10/2019,120,14,Queen Mary 2,Cunard Line,Transatlántico,Interior,Web,All Inclusive,USA,1347,1,96.1,2,1253,8790.6,223.95,4.9
RES-31533,9/7/2019,4/27/2019,133,14,Queen Mary 2,Cunard Line,Transatlántico,Oceanview,B2B,Full Board + EXC,USA,1347,2,96.1,4,1253,17041.36,214.31,5
RES-31534,9/7/2019,6/13/2019,86,14,Queen Mary 2,Cunard Line,Transatlántico,Interior,Direct,Full Board,Germany,1347,1,96.1,2,1253,9177.56,237.77,4.9
RES-31535,9/7/2019,6/18/2019,81,14,Queen Mary 2,Cunard Line,Transatlántico,Oceanview,Web,Full Board,Spain,1347,1,96.1,1,1253,5642.98,223.07,4.9
RES-31536,9/7/2019,6/28/2019,71,14,Queen Mary 2,Cunard Line,Transatlántico,Balcony,B2B,Full Board,Spain,1347,1,96.1,2,1253,8503.6,213.7,4.8
RES-31537,9/7/2019,5/22/2019,108,14,Queen Mary 2,Cunard Line,Transatlántico,Balcony,B2B,All Inclusive,Germany,1347,1,96.1,2,1253,8393.28,209.76,4.8
RES-31538,9/7/2019,3/4/2019,187,14,Queen Mary 2,Cunard Line,Transatlántico,Oceanview,Direct,Full Board + EXC,Germany,1347,1,96.1,2,1253,8619.24,217.83,4.9
RES-31539,9/7/2019,7/2/2019,67,14,Queen Mary 2,Cunard Line,Transatlántico,Balcony,Direct,Full Board,USA,1347,1,96.1,2,1253,8849.4,226.05,5
RES-31540,9/7/2019,5/23/2019,107,14,Queen Mary 2,Cunard Line,Transatlántico,Interior,B2B,Full Board,Germany,1347,1,96.1,1,1253,5595.94,219.71,4.7
RES-31541,9/7/2019,7/4/2019,65,14,Queen Mary 2,Cunard Line,Transatlántico,Oceanview,Direct,All Inclusive + EXC,Spain,1347,1,96.1,1,1253,5454.68,209.62,5
RES-31542,9/7/2019,6/19/2019,80,14,Queen Mary 2,Cunard Line,Transatlántico,Interior,B2B,All Inclusive + EXC,USA,1347,1,96.1,1,1253,5480.02,211.43,4.7
RES-31543,9/7/2019,7/10/2019,59,14,Queen Mary 2,Cunard Line,Transatlántico,Interior,Direct,All Inclusive,USA,1347,1,96.1,1,1253,5639.9,222.85,5
RES-31544,9/7/2019,6/7/2019,92,14,Queen Mary 2,Cunard Line,Transatlántico,Suite,Web,All Inclusive + EXC,Italy,1347,1,96.1,1,1253,5588.1,219.15,4.6
RES-31545,9/7/2019,6/27/2019,72,14,Queen Mary 2,Cunard Line,Transatlántico,Oceanview,Web,All Inclusive,Mexico,1347,1,96.1,1,1253,5664.68,224.62,4.5
RES-31546,9/7/2019,6/8/2019,91,7,AIDAcosma,AIDA Cruises,Canarias,Interior,B2B,All Inclusive,Germany,2732,1,91.61,2,1500,3026.52,126.18,4.4
RES-31547,9/7/2019,4/5/2019,155,7,AIDAcosma,AIDA Cruises,Canarias,Oceanview,Web,All Inclusive,Mexico,2732,1,91.61,2,1500,3068.94,129.21,4.3
RES-31548,9/7/2019,7/9/2019,60,7,AIDAcosma,AIDA Cruises,Canarias,Suite,B2B,All Inclusive,Spain,2732,1,91.61,1,1500,2175.11,130.73,4.4
RES-31549,9/7/2019,6/3/2019,96,7,AIDAcosma,AIDA Cruises,Canarias,Balcony,B2B,All Inclusive,UK,2732,1,91.61,3,1500,3918.6,126.6,4.3
RES-31550,9/7/2019,7/3/2019,66,7,AIDAcosma,AIDA Cruises,Canarias,Oceanview,Web,Full Board,UK,2732,1,91.61,1,1500,2181.27,131.61,4.2
RES-31551,9/7/2019,7/19/2019,50,7,AIDAcosma,AIDA Cruises,Canarias,Balcony,B2B,Full Board,USA,2732,1,91.61,2,1500,3035.9,126.85,4.4
RES-31552,9/7/2019,4/22/2019,138,7,AIDAcosma,AIDA Cruises,Canarias,Interior,B2B,Full Board,Germany,2732,1,91.61,2,1500,3026.38,126.17,4.4
RES-31553,9/7/2019,6/19/2019,80,7,AIDAcosma,AIDA Cruises,Canarias,Interior,B2B,All Inclusive,Spain,2732,1,91.61,2,1500,2926.7,119.05,4.1
RES-31554,9/7/2019,3/30/2019,161,7,AIDAcosma,AIDA Cruises,Canarias,Suite,Web,All Inclusive + EXC,Spain,2732,1,91.61,1,1500,2173.71,130.53,4.1
RES-31555,9/7/2019,7/6/2019,63,7,AIDAcosma,AIDA Cruises,Canarias,Balcony,Direct,All Inclusive + EXC,Italy,2732,1,91.61,1,1500,2196.67,133.81,4.3
RES-31556,9/7/2019,5/14/2019,116,7,AIDAcosma,AIDA Cruises,Canarias,Oceanview,Direct,All Inclusive,UK,2732,1,91.61,2,1500,3160.92,135.78,4
RES-31557,9/7/2019,6/1/2019,98,7,AIDAcosma,AIDA Cruises,Canarias,Balcony,B2B,All Inclusive + EXC,Italy,2732,1,91.61,2,1500,3039.4,127.1,4.4
RES-31558,9/7/2019,5/16/2019,114,7,AIDAcosma,AIDA Cruises,Canarias,Balcony,B2B,All Inclusive,UK,2732,1,91.61,1,1500,2211.72,135.96,4.2
RES-31559,9/7/2019,6/14/2019,85,7,AIDAcosma,AIDA Cruises,Canarias,Interior,Direct,All Inclusive + EXC,Germany,2732,1,91.61,1,1500,2204.58,134.94,4.3
RES-31560,9/7/2019,5/21/2019,109,7,AIDAcosma,AIDA Cruises,Canarias,Suite,B2B,All Inclusive + EXC,UK,2732,1,91.61,2,1500,3002.16,124.44,4.3
RES-31561,9/8/2019,6/11/2019,89,6,MSC World Europa,MSC Cruceros,Mediterráneo,Interior,Web,All Inclusive + EXC,UK,2626,1,86.47,3,2138,4149,170.5,4.6
RES-31562,9/8/2019,5/9/2019,122,6,MSC World Europa,MSC Cruceros,Mediterráneo,Interior,Web,Full Board + EXC,USA,2626,1,86.47,1,2138,2105.76,170.96,4.7
RES-31563,9/8/2019,7/18/2019,52,6,MSC World Europa,MSC Cruceros,Mediterráneo,Oceanview,Web,Full Board,USA,2626,2,86.47,2,2138,4032.96,156.08,4.3
RES-31564,9/8/2019,6/5/2019,95,6,MSC World Europa,MSC Cruceros,Mediterráneo,Balcony,Web,All Inclusive + EXC,Germany,2626,1,86.47,1,2138,2158.56,179.76,4.6
RES-31565,9/8/2019,4/22/2019,139,6,MSC World Europa,MSC Cruceros,Mediterráneo,Balcony,B2B,Full Board + EXC,UK,2626,1,86.47,2,2138,3077.64,166.47,4.4
RES-31566,9/8/2019,6/7/2019,93,6,MSC World Europa,MSC Cruceros,Mediterráneo,Balcony,Web,All Inclusive,Mexico,2626,2,86.47,4,2138,6365.04,175.21,4.4
RES-31567,9/8/2019,6/25/2019,75,6,MSC World Europa,MSC Cruceros,Mediterráneo,Suite,B2B,All Inclusive,USA,2626,1,86.47,1,2138,1998.18,153.03,4.5
RES-31568,9/8/2019,6/24/2019,76,6,MSC World Europa,MSC Cruceros,Mediterráneo,Oceanview,B2B,Full Board + EXC,UK,2626,1,86.47,1,2138,2100.18,170.03,4.6
RES-31569,9/8/2019,7/30/2019,40,6,MSC World Europa,MSC Cruceros,Mediterráneo,Interior,Web,Full Board,Germany,2626,1,86.47,2,2138,3011.88,160.99,4.4
RES-31570,9/8/2019,7/3/2019,67,6,MSC World Europa,MSC Cruceros,Mediterráneo,Oceanview,Web,Full Board,Spain,2626,1,86.47,2,2138,3114.72,169.56,4.4
RES-31571,9/8/2019,6/10/2019,90,6,MSC World Europa,MSC Cruceros,Mediterráneo,Interior,B2B,All Inclusive + EXC,Germany,2626,2,86.47,2,2138,4185.36,168.78,4.3
RES-31572,9/8/2019,8/1/2019,38,6,MSC World Europa,MSC Cruceros,Mediterráneo,Interior,Web,Full Board,Mexico,2626,1,86.47,1,2138,2044.08,160.68,4.7
RES-31573,9/8/2019,8/1/2019,38,6,MSC World Europa,MSC Cruceros,Mediterráneo,Interior,Web,All Inclusive,Germany,2626,1,86.47,2,2138,2949.72,155.81,4.6
RES-31574,9/8/2019,4/18/2019,143,6,MSC World Europa,MSC Cruceros,Mediterráneo,Balcony,Direct,All Inclusive + EXC,Spain,2626,1,86.47,1,2138,2055.72,162.62,4.3
RES-31575,9/8/2019,5/22/2019,109,6,MSC World Europa,MSC Cruceros,Mediterráneo,Balcony,Direct,All Inclusive,UK,2626,2,86.47,4,2138,6268.56,171.19,4.5
RES-31576,9/8/2019,6/13/2019,87,7,Icon of the Seas,Royal Caribbean,Caribe,Balcony,B2B,Full Board,Mexico,2805,1,91.87,2,2350,3960.74,192.91,4.8
RES-31577,9/8/2019,4/12/2019,149,7,Icon of the Seas,Royal Caribbean,Caribe,Balcony,Web,Full Board + EXC,Germany,2805,1,91.87,1,2350,2603.16,191.88,4.7
RES-31578,9/8/2019,6/28/2019,72,7,Icon of the Seas,Royal Caribbean,Caribe,Interior,B2B,All Inclusive,Germany,2805,1,91.87,1,2350,2802.17,220.31,4.8
RES-31579,9/8/2019,7/17/2019,53,7,Icon of the Seas,Royal Caribbean,Caribe,Interior,Web,Full Board + EXC,France,2805,1,91.87,1,2350,2625.07,195.01,4.8
RES-31580,9/8/2019,6/7/2019,93,7,Icon of the Seas,Royal Caribbean,Caribe,Interior,Web,All Inclusive + EXC,USA,2805,1,91.87,2,2350,4026.68,197.62,4.6
RES-31581,9/8/2019,5/16/2019,115,7,Icon of the Seas,Royal Caribbean,Caribe,Balcony,B2B,All Inclusive + EXC,USA,2805,2,91.87,2,2350,5211.92,192.28,5
RES-31582,9/8/2019,7/18/2019,52,7,Icon of the Seas,Royal Caribbean,Caribe,Suite,Web,Full Board + EXC,Mexico,2805,1,91.87,1,2350,2521.96,180.28,4.8
RES-31583,9/8/2019,5/12/2019,119,7,Icon of the Seas,Royal Caribbean,Caribe,Balcony,B2B,Full Board,Canada,2805,1,91.87,3,2350,5284.02,191.62,4.5
RES-31584,9/8/2019,5/4/2019,127,7,Icon of the Seas,Royal Caribbean,Caribe,Interior,Direct,Full Board + EXC,USA,2805,2,91.87,2,2350,5295.64,198.26,4.6
RES-31585,9/8/2019,7/11/2019,59,7,Icon of the Seas,Royal Caribbean,Caribe,Interior,B2B,All Inclusive,Spain,2805,2,91.87,4,2350,7751.52,186.84,4.7
RES-31586,9/8/2019,5/8/2019,123,7,Icon of the Seas,Royal Caribbean,Caribe,Balcony,Direct,All Inclusive,USA,2805,1,91.87,2,2350,3738.84,177.06,4.9
RES-31587,9/8/2019,8/6/2019,33,7,Icon of the Seas,Royal Caribbean,Caribe,Interior,Web,All Inclusive,USA,2805,2,91.87,4,2350,7576.8,180.6,4.9
RES-31588,9/8/2019,7/25/2019,45,7,Icon of the Seas,Royal Caribbean,Caribe,Balcony,B2B,Full Board,USA,2805,1,91.87,1,2350,2679.6,202.8,4.9
RES-31589,9/8/2019,8/19/2019,20,7,Icon of the Seas,Royal Caribbean,Caribe,Interior,Web,Full Board + EXC,France,2805,1,91.87,2,2350,3904.6,188.9,5
RES-31590,9/8/2019,7/2/2019,68,7,Icon of the Seas,Royal Caribbean,Caribe,Interior,Web,All Inclusive + EXC,Germany,2805,1,91.87,2,2350,4252.92,213.78,5
RES-31591,9/8/2019,7/1/2019,69,9,Norwegian Prima,Norwegian Cruise Line,Fiordos,Interior,Direct,All Inclusive,UK,1643,2,87.65,4,1388,8298.72,140.52,4.4
RES-31592,9/8/2019,7/27/2019,43,9,Norwegian Prima,Norwegian Cruise Line,Fiordos,Interior,B2B,All Inclusive + EXC,UK,1643,2,87.65,2,1388,5783.58,141.31,4.5
RES-31593,9/8/2019,7/7/2019,63,9,Norwegian Prima,Norwegian Cruise Line,Fiordos,Oceanview,Direct,All Inclusive + EXC,Canada,1643,1,87.65,2,1388,4164.12,141.34,4.3
RES-31594,9/8/2019,7/24/2019,46,9,Norwegian Prima,Norwegian Cruise Line,Fiordos,Interior,Web,All Inclusive + EXC,Germany,1643,2,87.65,4,1388,8727.48,152.43,4.4
RES-31595,9/8/2019,7/18/2019,52,9,Norwegian Prima,Norwegian Cruise Line,Fiordos,Balcony,Direct,All Inclusive,Canada,1643,2,87.65,4,1388,8868.6,156.35,4.8
RES-31596,9/8/2019,5/1/2019,130,9,Norwegian Prima,Norwegian Cruise Line,Fiordos,Oceanview,B2B,All Inclusive,Spain,1643,1,87.65,2,1388,4275,147.5,4.6
